,statement,condition
8398, respirators donated by Donald Trump have been previously used,FALSE
8399,,FALSE
8400, The Covid-19 pandemic would be over by now it WHO hadn’t changed its definition of a “pandemic” and deleted the part about “high mortality”,FALSE
8401, Wearing face masks causes hypercapnia and thus are ineffective against COVID-19,MISLEADING
8402, Photo that claimed shows President Putin’s daughter being the first to receive Covid-19 vaccine,FALSE
8403, A video showing a large group of people in South Korea protesting against the use of protective masks during the COVID-19 pandemic.,MISLEADING
8404," Deaths caused by pneumonia, strokes and heart attacks are being registered as COVID-19 deaths",MISLEADING
8405, States and cities in Brazil chose not to use chloroquine because of Lancet study,MISLEADING
8406, Viral images of doctors crying because of coronavirus cases in Argentina,FALSE
8407, The image of a decree that prohibits the sale and consumption of yerba mate due to the new coronavirus,FALSE
8408, A post that presents false claims about the virus promoted by a group called ‘Doctors for the truth’.,FALSO
8409, A 2005 study proved that chloroquine is an effective treatment against coronaviruses,FALSE
8410," João Doria, governor of São Paulo, stated he was taking chloroquine in an interview",FALSE
8411, Indoctornation” promotes the idea that the coronavirus pandemic ravaging countries around the world is the result of an elaborate conspiracy.,FALSE
8412, Mouthwash kills and cures the new coronavirus,FALSE
8413, The timetable shown in post is the new coronavirus quarantine schedule,MISLEADING
8414, Karl Friston’s study found that most people are immune to the new coronavirus,FALSE
8415, Brazilian Civil Registry data show that deaths by COVID-19 in the country are in sharp decline,MISLEADING
8416," After testing negative for COVID-19, home minister Amit Shah went to a place of worship in Gujarat.",FALSE
8417," Facebook posts shared tens of thousands of times during the Democratic National Convention criticize Joe Biden, Kamala Harris, and other top Democrats for appearing in a crowd without masks.",MISLEADING
8418, Hong Kong pro-establishment legislator Ann Chiang Lai-wan posted an eight-minute video claiming that the U.S. experts knew about the novel coronavirus in 2017 and it is where the COVID-19 orginated.,MISLEADING
8419," China registers the second vaccine for Covid-19, and it will be produced at the end of this August.",MISLEADING
8420, The overall lethality of COVID-19 (infection fatality rate) is about 0.1% to 0.3% and thus in the range of a severe influenza; up to 60% of all persons may already have a certain cellular background immunity to the new coronavirus due to contact with previous coronaviruses (i.e. cold viruses); there is still little to no scientific evidence for the effectiveness of cloth face masks in healthy and asymptomatic individuals,FALSE
8421," Russian’s Health Minister announced that, starting October 5, his country would share a COVID-19 vaccine with allies, including Venezuela.",FALSE
8422, Iván Duque affirms he spent 117 billion pesos on the pandemic. This means each Colombian has received more than two million pesos in aid.,PARTLY FALSE
8423," The pandemic was planned back in 2015. The prove is an animated video from Instagram, which depicts the Statue of Liberty in a medical mask, a doctor in a medical protective suit, the phrase “I can’t breath,” and the inscription “Black Lives Matter.”",FALSE
8424," The pandemic is planned, masks are a symbol of slavery, and the WHO has spoken out against quarantine.",FALSE
8425, Covid-19 test poses threat to human health,FALSE
8426, The population in Spain and England has been infected during testing,FALSE
8427," By inserting a swab in the nose, the intention is to break through the blood-brain barrier of the brain, so that every germ can enter through those broken blood vessels in the body !!! This is why many asymptomatic people start having symptoms after the test.",FALSE
8428," “Hydroxychloroquine is why Uganda, with a population of 43M, has only 15 COVID-19 deaths.”",FALSE
8429, Bloomberg headline incorrectly claims that Malaysia has discovered a new strain of COVID-19,MISLEADING
8430, A viral video on Facebook depicts mass demonstration in South Korea in August 2020 against the COVID-19 pandemic restrictions,MISLEADING
8431," According to an interview with an anonymous nurse, the COVID-19 pandemic is a hoax and the use of face masks is ineffective and dangerous to our health.",MISLEADING
8432," After COVID-19, China outpaced the US on the Fortune Global 500 list.",PARTLY FALSE
8433," People have a 20% risk of transmission of getting the coronavirus from someone they don’t know at all, and a 80% risk of transmission of getting it from close friends or relatives.",PARTLY FALSE
8434, A study from the University of São Paulo (USP) proved that isolated people are more vulnerable to COVID-19,FALSE
8435, An article claims that some COVID-19 patients have been sedated and forced to stay in a prone position because because they tried to “save themselves”.,FALSE
8436, A Facebook post stating that EU authorities are trying to obtain a special permission in order to skip trias and start distributing a COVID-19 vaccine immediately.,MISLEADING
8437," “In the United States, for example, [employment] contracted by 14%; in Australia almost 5, we are at 2.6 or 2.7. That is, a very low drop “",MISLEADING
8438, A video shows the fireworks on Mount Fuji that what would have been part of the opening of the 2020 Olympic Games canceled by the pandemic.,FALSE
8439, This video shows Vladimir Putin’s daughter receiving the COVID-19 vaccine,FALSE
8440, Multiple Facebook posts claim that “Aussies will be fined if they are found to be talking about conspiracies to do with COVID-19.” The posts included a screenshot of a segment from an Australian breakfast television show as evidence for the claim.,FALSE
8441, Our chance of not dying from COVID-19 is 99.96%,FALSE
8442, The new coronavirus can be killed from inhaling steam,FALSE
8443," After boycott, Chinese product sales fell 70% in the Brazilian state of Santa Catarina",FALSE
8444, The image shows the details of the 2020-2021 academic calendar,FALSE
8445," In Italy, children with COVID-19 symptoms will be isolated without parents’ permission.",FALSE
8446, Coronavirus is needed to impose control over people.,MISLEADING
8447," Coronavirus is picky in terms of whom to infect. It does not infect protesters, black, or famous people.",FALSE
8448," PCR tests can’t show infections, the Swiss health authority BAG confirmed",PARTLY FALSE
8449," Presidential Spokesperson Harry Roque brushied aside thousands of deaths due to the COVID-19 pandemic and said 10 million COVID-19 cases in the country “will not be a loss” even if 10,000 people die.",FALSE
8450, Ministers recommended consuming alkaline foods,False
8451, Five pictures posted on Facebook showing overcrowded beaches in Italy during the COVID-19 pandemic,MISLEADING
8452, death of youngest Syrian doctor with COVID19 and his friends bowing in respect to his body,false headline
8453," An image showing doctors at Al-Mujtahed Hospital in the Syrian capital Damascus, bending in front of the body of a colleague who died as a result of being infected with the coronavirus.",MISLEADING
8454, The Shadow Rulers plan to reduce the population and to implant microchip to those who remain alive.,NO EVIDENCE
8455, Facebook posts shared thousands of times in Canada claim that parliament has passed a law that would allow the government to quarantine a child who showed COVID-19 symptoms at school separately from a parent.,FALSE
8456," A photo shows an extremely crowded beach, allegedly taken in Italy on August 15th, 2020 during the COVID-19 pandemic.",MISLEADING
8457, Pets can also contract COVID-19 and can infect humans,FALSE
8458, Facebook is using your posts in lawsuits against it amid COVID-19 pandemic,FALSE
8459," The head of the Tunisian Ennahda Movement, Rached Ghannouchi, was infected with COVID-19.",FALSE
8460, The lockdown measures are a whim of rich people and pose a danger to the rest of the people.,NO EVIDENCE
8461," The body becomes over-acidic when you wear a surgical mask, because you breathe in too much CO2",FALSE
8462, IWF and WHO wanted to bribe Belarus with 92 million dollar to persuade the country to impose a lockdown like Italy,FALSE
8463, A post says that mask use cause hypercapnia (concentration of carbon dioxide in the blood),FALSE
